Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
87,Julian Champagnie\champju02,SF,21,TOT,17,320,13.4,0.6,0.631,0.131,3.3,17.7,10.2,4.5,0.9,1.3,7.4,19.2,,0.3,0.1,0.4,0.061,,-0.6,-2.7,-3.3,-0.1
87,Julian Champagnie\champju02,SF,21,PHI,2,7,-3.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,12.8,,0.0,0.0,0.0,-0.214,,-12.0,-1.5,-13.5,0.0
87,Julian Champagnie\champju02,SF,21,SAS,15,313,13.8,0.609,0.633,0.133,3.4,18.1,10.5,4.6,0.8,1.3,7.5,19.3,,0.3,0.1,0.4,0.067,,-0.3,-2.7,-3.0,-0.1
88,Justin Champagnie\champju01,SF,21,TOT,5,34,10.3,0.367,0.333,0.0,9.6,17.1,13.1,16.3,1.4,0.0,0.0,19.2,,0.0,0.0,0.0,0.009,,-5.1,-2.8,-7.9,-0.1
88,Justin Champagnie\champju01,SF,21,TOR,3,11,28.9,1.0,0.0,0.0,9.6,33.3,20.6,15.3,0.0,0.0,0.0,11.6,,0.1,0.0,0.1,0.332,,6.1,1.9,8.1,0.0
88,Justin Champagnie\champju01,SF,21,BOS,2,23,1.5,0.208,0.417,0.0,9.6,9.3,9.5,16.7,2.1,0.0,0.0,22.8,,-0.1,0.0,-0.1,-0.145,,-10.5,-5.1,-15.5,-0.1
89,Kennedy Chandler\chandke01,PG,20,MEM,36,281,10.6,0.44,0.181,0.157,3.4,10.9,7.2,26.4,2.0,1.6,16.9,15.8,,-0.1,0.4,0.3,0.044,,-3.3,0.6,-2.7,0.0
90,Max Christie\chrisma02,SG,19,LAL,41,512,7.4,0.566,0.585,0.151,1.5,13.8,7.8,5.1,0.8,1.2,10.3,10.4,,0.1,0.5,0.6,0.058,,-3.2,0.0,-3.1,-0.1
91,Josh Christopher\chrisjo01,SG,21,HOU,64,786,11.5,0.523,0.271,0.182,2.8,7.2,5.0,14.3,2.0,1.9,14.4,21.9,,-0.3,0.3,0.0,-0.001,,-3.0,-1.4,-4.3,-0.5
92,Brandon Clarke\clarkbr01,PF,26,MEM,56,1090,20.0,0.682,0.017,0.393,9.0,21.2,15.1,9.5,1.5,3.1,11.8,17.7,,2.7,1.8,4.5,0.199,,0.8,1.8,2.5,1.3
93,Jordan Clarkson\clarkjo01,SG,30,UTA,61,1988,14.7,0.558,0.445,0.238,4.0,9.3,6.7,20.9,0.8,0.6,14.0,27.8,,0.9,0.8,1.7,0.042,,1.0,-2.4,-1.4,0.3
94,Nic Claxton\claxtni01,C,23,BRK,76,2271,20.8,0.691,0.003,0.419,9.3,25.1,17.4,9.3,1.4,7.1,12.1,15.4,,5.2,4.0,9.2,0.195,,0.9,2.2,3.1,2.9
95,Amir Coffey\coffeam01,SF,25,LAC,50,625,7.0,0.498,0.276,0.434,3.1,6.4,4.7,11.2,0.5,0.7,10.8,13.5,,0.1,0.3,0.4,0.033,,-4.3,-0.7,-5.0,-0.5
96,John Collins\collijo01,PF,25,ATL,71,2130,13.6,0.593,0.339,0.252,3.9,20.0,11.9,5.3,0.9,2.9,9.1,17.1,,2.1,2.1,4.2,0.095,,-1.4,0.2,-1.3,0.4
97,Zach Collins\colliza01,C,25,SAS,63,1441,16.4,0.599,0.268,0.259,8.5,22.5,15.2,18.0,1.2,2.8,17.4,21.2,,1.2,1.0,2.2,0.074,,-0.5,0.3,-0.2,0.6
98,Chance Comanche\comanch01,C,26,POR,1,21,12.2,0.518,0.0,0.8,10.9,5.5,8.2,0.0,0.0,4.2,0.0,14.0,,0.0,0.0,0.0,0.043,,-2.6,-4.9,-7.5,0.0
99,Mike Conley\conlemi01,PG,35,TOT,67,2029,14.7,0.583,0.575,0.277,1.8,7.9,4.9,29.4,1.7,0.6,13.1,16.3,,4.1,1.4,5.5,0.13,,1.0,-0.1,0.9,1.5
99,Mike Conley\conlemi01,PG,35,UTA,43,1276,13.9,0.552,0.568,0.256,1.5,7.5,4.5,34.0,1.6,0.7,15.1,16.1,,2.2,0.8,3.0,0.113,,0.7,-0.5,0.2,0.7
99,Mike Conley\conlemi01,PG,35,MIN,24,753,16.1,0.631,0.587,0.311,2.4,8.6,5.6,21.5,1.8,0.5,9.8,16.8,,1.8,0.7,2.5,0.158,,1.5,0.6,2.0,0.7
100,Pat Connaughton\connapa01,SF,30,MIL,61,1443,10.0,0.531,0.765,0.097,3.8,16.2,10.2,6.9,1.2,0.6,7.0,13.8,,0.7,1.8,2.5,0.085,,-1.3,0.3,-1.0,0.3
101,Xavier Cooks\cooksxa01,PF,27,WAS,10,126,14.3,0.586,0.036,0.357,14.7,18.7,16.8,6.4,2.3,2.7,19.8,13.9,,0.1,0.2,0.2,0.094,,-3.2,-0.4,-3.6,-0.1
102,Robert Covington\covinro01,PF,32,LAC,48,779,14.2,0.584,0.594,0.175,4.5,19.2,11.9,10.2,2.4,3.7,11.5,15.6,,0.7,1.2,1.9,0.117,,-0.5,2.1,1.7,0.7
103,Torrey Craig\craigto01,PF,32,PHO,79,1948,11.6,0.566,0.506,0.09,8.1,16.3,12.1,7.9,1.3,2.9,12.3,13.0,,1.5,2.5,4.0,0.098,,-1.3,0.7,-0.6,0.7
104,Jae Crowder\crowdja01,PF,32,MIL,18,340,14.6,0.624,0.585,0.128,5.4,15.3,10.6,10.6,1.7,1.4,6.6,13.2,,0.7,0.5,1.2,0.165,,0.1,1.1,1.2,0.3
105,Jarrett Culver\culveja01,SF,23,ATL,10,137,9.5,0.452,0.279,0.302,7.9,22.6,15.2,5.5,2.1,1.2,12.6,17.1,,-0.1,0.2,0.0,0.014,,-4.8,0.6,-4.2,-0.1
106,Cade Cunningham\cunnica01,PG,21,DET,12,400,14.0,0.492,0.272,0.192,3.2,17.7,10.3,30.7,1.2,1.5,13.8,30.0,,-0.4,0.2,-0.1,-0.018,,-0.1,-0.6,-0.7,0.1
107,Seth Curry\curryse01,SG,32,BRK,61,1211,12.3,0.593,0.517,0.122,1.2,7.9,4.6,11.9,1.5,0.5,9.7,19.2,,0.9,0.9,1.8,0.07,,-1.2,-0.9,-2.1,0.0
108,Stephen Curry\curryst01,PG,34,GSW,56,1941,24.1,0.656,0.564,0.248,2.3,16.8,9.7,30.0,1.3,0.9,12.5,31.0,,5.8,2.0,7.8,0.192,,7.5,0.1,7.5,4.7
109,Dyson Daniels\daniedy01,PG,19,NOP,59,1042,8.8,0.503,0.413,0.192,3.9,16.5,10.2,16.4,2.0,1.0,20.2,11.6,,-0.1,1.4,1.3,0.061,,-3.4,1.6,-1.8,0.0
110,Anthony Davis\davisan02,C,29,LAL,56,1904,27.8,0.627,0.077,0.462,11.3,27.6,19.7,13.0,1.5,5.1,9.5,28.4,,5.5,3.4,9.0,0.226,,4.6,1.7,6.3,4.0
111,Johnny Davis\davisjo06,SG,20,WAS,28,423,7.2,0.446,0.409,0.158,2.7,13.9,8.5,9.2,1.2,1.6,8.5,20.5,,-0.6,0.3,-0.3,-0.033,,-5.8,-1.7,-7.4,-0.6
112,Terence Davis\daviste02,SG,25,SAC,64,841,12.9,0.563,0.668,0.118,2.7,16.1,9.4,11.1,2.4,1.2,12.2,22.2,,0.0,0.9,0.9,0.054,,-1.3,-0.3,-1.5,0.1
113,JD Davison\davisjd01,SG,20,BOS,12,66,10.1,0.478,0.368,0.105,3.4,11.4,7.4,22.4,1.5,2.6,16.8,15.8,,0.0,0.1,0.1,0.059,,-4.5,0.4,-4.2,0.0
114,Darius Days\daysda01,SF,23,HOU,4,25,18.3,0.582,0.833,0.167,4.3,22.2,13.2,6.2,0.0,3.9,0.0,21.4,,0.1,0.0,0.1,0.156,,4.7,-1.2,3.5,0.0
115,Dewayne Dedmon\dedmode01,C,33,TOT,38,426,15.5,0.577,0.258,0.325,9.1,28.3,18.5,9.5,1.1,4.4,12.7,20.6,,0.3,0.7,1.0,0.115,,-2.6,1.0,-1.6,0.0
115,Dewayne Dedmon\dedmode01,C,33,MIA,30,350,15.6,0.576,0.287,0.341,9.1,28.1,18.2,7.3,1.0,4.1,11.4,21.2,,0.3,0.5,0.8,0.115,,-2.4,0.6,-1.8,0.0
115,Dewayne Dedmon\dedmode01,C,33,PHI,8,76,15.5,0.579,0.091,0.227,9.5,29.0,19.4,19.6,1.3,6.1,19.9,17.8,,0.0,0.1,0.2,0.113,,-3.5,2.8,-0.7,0.0
116,Matthew Dellavedova\dellama01,PG,32,SAC,32,213,6.7,0.443,0.54,0.14,0.5,6.4,3.5,23.4,1.6,0.0,15.9,12.7,,0.0,0.1,0.1,0.021,,-4.4,-0.8,-5.2,-0.2
117,DeMar DeRozan\derozde01,SF,33,CHI,74,2682,20.6,0.592,0.109,0.401,1.5,12.8,7.2,22.3,1.5,1.3,9.1,27.8,,5.4,3.2,8.5,0.153,,1.7,0.3,2.0,2.6
118,Moussa Diabaté\diabamo01,C,21,LAC,22,195,14.2,0.546,0.043,0.34,18.0,10.8,14.4,2.8,1.8,3.6,14.3,14.1,,0.2,0.2,0.4,0.105,,-1.9,-0.8,-2.8,0.0
119,Mamadi Diakite\diakima01,C,26,CLE,22,176,9.0,0.56,0.42,0.04,5.4,14.7,10.0,6.3,1.1,4.7,19.1,16.0,,-0.1,0.3,0.2,0.051,,-4.9,1.6,-3.4,-0.1
120,Hamidou Diallo\diallha01,SF,24,DET,56,996,15.7,0.593,0.056,0.395,6.2,15.7,10.8,9.2,2.6,1.4,13.9,21.8,,0.4,0.9,1.3,0.063,,-1.8,0.4,-1.4,0.1
121,Gorgui Dieng\dienggo01,C,33,SAS,31,358,9.9,0.493,0.641,0.111,7.9,25.4,16.3,19.4,0.5,3.2,20.7,17.9,,-0.2,0.2,0.0,0.001,,-4.0,0.1,-3.9,-0.2
122,Ousmane Dieng\diengou01,PF,19,OKC,39,569,9.3,0.505,0.541,0.127,3.5,16.5,9.9,10.7,1.2,1.1,12.0,15.9,,-0.1,0.6,0.4,0.038,,-3.1,-0.5,-3.6,-0.2
123,Spencer Dinwiddie\dinwisp01,SG-PG,29,TOT,79,2725,16.0,0.573,0.467,0.314,1.2,10.2,5.7,28.1,1.2,0.8,10.8,22.1,,4.5,1.8,6.3,0.111,,1.6,-0.9,0.7,1.8
123,Spencer Dinwiddie\dinwisp01,SG,29,DAL,53,1808,16.1,0.599,0.491,0.298,1.2,9.4,5.2,23.8,1.1,0.8,10.3,21.9,,3.3,1.0,4.3,0.114,,2.0,-1.2,0.9,1.3
123,Spencer Dinwiddie\dinwisp01,PG,29,BRK,26,917,15.8,0.523,0.419,0.346,1.1,11.7,6.6,36.5,1.5,0.7,11.8,22.5,,1.2,0.8,2.0,0.103,,0.7,-0.5,0.2,0.5
124,Donte DiVincenzo\divindo01,SG,26,GSW,72,1894,12.8,0.593,0.7,0.131,4.7,14.0,9.4,17.3,2.4,0.5,16.4,15.1,,1.9,2.3,4.2,0.106,,-0.6,1.3,0.7,1.3
125,Luka Dončić\doncilu01,PG,23,DAL,66,2391,28.7,0.609,0.373,0.479,2.6,25.4,13.8,42.3,1.9,1.2,11.9,37.6,,7.3,2.9,10.2,0.204,,7.6,1.4,8.9,6.6
126,Tyler Dorsey\dorsety01,SF,26,DAL,3,8,45.5,0.9,0.4,0.0,14.4,14.7,14.5,0.0,0.0,0.0,0.0,28.3,,0.1,0.0,0.1,0.367,,17.0,0.8,17.8,0.0
127,Luguentz Dort\dortlu01,SF,23,OKC,74,2272,11.3,0.513,0.468,0.297,5.9,10.4,8.1,9.2,1.6,0.9,8.5,19.8,,0.9,2.1,2.9,0.062,,-2.0,-1.0,-3.0,-0.6
128,Ayo Dosunmu\dosunay01,SG,23,CHI,80,2098,10.2,0.567,0.332,0.144,2.5,9.3,5.9,13.2,1.4,1.2,14.0,14.9,,0.7,2.2,2.9,0.067,,-3.0,0.6,-2.5,-0.2
129,Devon Dotson\dotsode01,PG,23,WAS,6,53,4.8,0.15,0.4,0.0,13.1,8.1,10.5,17.6,4.6,0.0,23.1,10.7,,-0.1,0.1,0.0,-0.025,,-7.0,1.8,-5.3,0.0
130,Jeff Dowtin\dowtije01,PG,25,TOR,25,259,9.9,0.5,0.281,0.158,2.4,8.0,5.0,15.5,1.7,1.1,7.6,10.9,,0.2,0.2,0.4,0.076,,-2.8,0.9,-1.9,0.0
131,PJ Dozier\doziepj01,SF,26,SAC,16,79,5.2,0.333,0.485,0.0,1.5,18.7,10.1,16.3,3.6,1.1,13.2,20.6,,-0.3,0.1,-0.2,-0.097,,-8.6,0.7,-7.8,-0.1
132,Goran Dragić\dragigo01,PG,36,TOT,58,870,10.3,0.514,0.433,0.134,2.1,8.2,5.2,24.3,0.7,0.4,15.1,21.1,,-0.3,0.7,0.4,0.025,,-2.1,-1.8,-3.9,-0.4
132,Goran Dragić\dragigo01,PG,36,CHI,51,787,10.2,0.514,0.428,0.137,1.9,7.9,5.0,24.7,0.7,0.5,15.0,21.0,,-0.2,0.6,0.4,0.023,,-2.1,-1.6,-3.7,-0.3
132,Goran Dragić\dragigo01,PG,36,MIL,7,83,11.4,0.516,0.472,0.111,3.9,10.9,7.5,20.2,1.2,0.0,15.6,22.7,,0.0,0.1,0.1,0.037,,-2.3,-2.9,-5.2,-0.1
133,Andre Drummond\drumman01,C,29,CHI,67,849,20.8,0.606,0.011,0.456,18.7,40.2,29.6,5.7,2.6,3.1,18.6,21.0,,0.8,2.0,2.8,0.159,,-1.2,0.5,-0.8,0.3
134,Chris Duarte\duartch01,SF,25,IND,46,897,8.6,0.496,0.523,0.216,2.4,11.9,7.1,9.7,1.3,0.9,10.1,19.0,,-0.5,0.4,0.0,-0.003,,-2.9,-1.6,-4.5,-0.6
135,David Duke Jr.\dukeda01,SG,23,BRK,23,228,8.3,0.497,0.154,0.218,5.5,8.7,7.1,13.1,2.1,0.4,17.4,20.1,,-0.3,0.2,-0.1,-0.011,,-6.3,-1.0,-7.3,-0.3
136,Kris Dunn\dunnkr01,PG,28,UTA,22,568,19.1,0.606,0.167,0.245,1.7,17.1,9.5,32.3,2.1,1.5,12.8,20.2,,1.3,0.6,1.9,0.162,,0.7,1.7,2.4,0.6
137,Kevin Durant\duranke01,PF,34,TOT,47,1672,25.9,0.677,0.267,0.387,1.2,19.5,10.5,24.5,1.0,3.4,13.4,30.7,,4.7,2.1,6.8,0.194,,6.0,1.2,7.1,3.9
137,Kevin Durant\duranke01,PF,34,BRK,39,1403,26.2,0.673,0.257,0.39,1.1,19.4,10.5,25.9,1.1,3.5,13.7,31.5,,3.9,1.7,5.7,0.194,,5.8,1.2,7.0,3.2
137,Kevin Durant\duranke01,PF,34,PHO,8,269,24.3,0.697,0.32,0.375,1.2,20.2,10.5,17.3,0.4,3.3,11.8,26.8,,0.8,0.3,1.1,0.196,,7.1,0.9,8.0,0.7
138,Jalen Duren\durenja01,C,19,DET,67,1670,17.3,0.655,0.005,0.394,14.7,25.1,19.7,6.8,1.3,3.1,16.5,14.3,,2.9,1.6,4.5,0.129,,-0.4,-0.4,-0.8,0.5
139,Tari Eason\easonta01,PF,21,HOU,82,1767,15.2,0.525,0.261,0.22,12.0,18.9,15.4,7.4,2.6,2.6,12.2,19.3,,0.9,1.7,2.6,0.07,,-1.3,-0.4,-1.7,0.1
140,Anthony Edwards\edwaran01,SG,21,MIN,79,2842,17.4,0.564,0.375,0.274,1.9,15.9,9.0,19.3,2.1,1.8,13.0,29.9,,0.2,3.6,3.8,0.064,,1.0,0.0,1.0,2.1
141,Kessler Edwards\edwarke02,SF,22,TOT,36,385,8.4,0.502,0.591,0.161,6.9,11.1,9.0,7.5,1.7,1.4,11.5,12.7,,0.1,0.3,0.4,0.048,,-3.2,-0.7,-3.9,-0.2
141,Kessler Edwards\edwarke02,SF,22,BRK,14,79,2.4,0.301,0.5,0.083,8.7,11.1,10.0,3.2,1.9,1.1,13.9,16.2,,-0.3,0.1,-0.2,-0.108,,-6.7,-3.0,-9.7,-0.2
141,Kessler Edwards\edwarke02,SF,22,SAC,22,306,10.0,0.569,0.623,0.188,6.4,11.1,8.8,8.5,1.7,1.4,10.8,11.7,,0.3,0.2,0.6,0.088,,-2.3,-0.1,-2.5,0.0
142,Keon Ellis\elliske01,SG,23,SAC,16,71,14.0,0.629,0.75,0.438,6.5,6.4,6.4,10.5,3.4,1.2,5.0,12.1,,0.2,0.1,0.2,0.162,,-0.1,1.4,1.3,0.1
143,Joel Embiid\embiijo01,C,28,PHI,66,2284,31.4,0.655,0.151,0.581,5.9,28.3,17.3,22.9,1.4,4.6,11.9,37.0,,8.4,3.9,12.3,0.259,,6.8,2.3,9.2,6.4
144,Drew Eubanks\eubandr01,C,25,POR,78,1584,16.2,0.666,0.054,0.374,9.5,20.9,15.2,9.2,1.2,5.7,14.7,12.5,,2.9,1.6,4.4,0.134,,-0.9,0.9,0.1,0.8
145,Bruno Fernando\fernabr01,C,24,TOT,39,405,16.6,0.571,0.036,0.446,14.5,22.8,18.6,10.8,0.7,8.1,15.7,16.3,,0.5,0.4,0.9,0.109,,-2.8,0.7,-2.0,0.0
145,Bruno Fernando\fernabr01,C,24,HOU,31,364,16.1,0.561,0.011,0.473,14.3,22.6,18.4,11.6,0.8,8.3,15.1,15.1,,0.5,0.4,0.8,0.111,,-2.8,1.1,-1.7,0.0
145,Bruno Fernando\fernabr01,C,24,ATL,8,41,20.1,0.624,0.158,0.316,15.8,24.3,20.0,3.7,0.0,6.2,18.8,27.3,,0.0,0.0,0.1,0.086,,-2.6,-2.4,-5.0,0.0
146,Dorian Finney-Smith\finnedo01,PF,29,TOT,66,2009,9.2,0.523,0.675,0.118,6.5,11.5,9.0,6.7,1.4,1.6,10.5,13.2,,0.6,1.6,2.1,0.051,,-1.7,-0.3,-2.0,0.0
146,Dorian Finney-Smith\finnedo01,PF,29,DAL,40,1288,10.0,0.557,0.7,0.129,6.0,11.1,8.5,6.3,1.5,1.4,9.9,12.8,,0.8,0.9,1.7,0.065,,-0.9,-0.2,-1.1,0.3
146,Dorian Finney-Smith\finnedo01,PF,29,BRK,26,721,7.7,0.466,0.634,0.099,7.5,12.3,10.0,7.4,1.2,1.9,11.5,13.9,,-0.3,0.7,0.4,0.027,,-3.3,-0.4,-3.7,-0.3
147,Malachi Flynn\flynnma01,PG,24,TOR,53,691,8.7,0.479,0.55,0.136,2.3,10.8,6.2,13.7,1.5,0.6,8.9,17.4,,0.0,0.5,0.5,0.034,,-3.3,-0.8,-4.1,-0.4
148,Simone Fontecchio\fontesi01,SF,27,UTA,52,766,8.0,0.495,0.612,0.141,4.4,7.7,6.1,7.5,0.9,0.9,10.5,20.2,,-0.4,0.3,-0.1,-0.004,,-3.0,-2.1,-5.2,-0.6
149,Bryn Forbes\forbebr01,SG,29,MIN,25,268,6.2,0.497,0.554,0.181,1.7,4.5,3.1,8.2,1.2,0.7,11.8,16.2,,-0.2,0.2,0.0,0.0,,-4.8,-1.5,-6.3,-0.3
150,Trent Forrest\forretr01,SG,24,ATL,23,277,6.1,0.424,0.033,0.05,2.0,12.8,7.3,16.5,1.2,0.6,19.7,11.6,,-0.2,0.2,-0.1,-0.011,,-5.3,0.2,-5.1,-0.2
151,Michael Foster Jr.\fostemi02,PF,20,PHI,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.01,,-7.2,-1.9,-9.2,0.0
152,Evan Fournier\fournev01,SG,30,NYK,27,459,6.9,0.471,0.687,0.127,1.0,10.8,5.9,10.6,1.7,0.6,11.2,18.4,,-0.3,0.4,0.1,0.01,,-4.0,0.0,-4.0,-0.2
153,De'Aaron Fox\foxde01,PG,25,SAC,73,2435,21.8,0.599,0.276,0.331,1.9,12.4,7.2,29.6,1.6,0.8,10.6,30.1,,5.5,1.8,7.4,0.146,,3.4,-0.9,2.5,2.7
154,Markelle Fultz\fultzma01,PG,24,ORL,60,1778,16.6,0.564,0.128,0.211,4.4,10.5,7.4,29.8,2.4,1.4,15.8,21.3,,1.7,2.0,3.7,0.1,,-0.1,0.7,0.5,1.2
155,Wenyen Gabriel\gabriwe01,C,25,LAL,68,1024,14.4,0.626,0.138,0.323,12.6,17.2,15.0,4.8,1.2,2.9,13.4,14.1,,1.5,1.3,2.8,0.132,,-2.3,0.1,-2.2,-0.1
156,Daniel Gafford\gaffoda01,C,24,WAS,78,1604,19.7,0.739,0.0,0.473,11.7,18.0,15.0,7.5,1.0,5.2,15.1,15.2,,4.2,1.9,6.1,0.184,,0.4,0.6,1.0,1.2
157,Darius Garland\garlada01,PG,23,CLE,69,2447,18.8,0.587,0.365,0.284,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,,4.5,3.0,7.6,0.148,,3.2,-0.7,2.4,2.7
158,Usman Garuba\garubus01,C,20,HOU,75,970,12.9,0.569,0.333,0.266,13.4,21.4,17.4,8.8,2.2,2.9,19.2,10.5,,0.9,0.9,1.8,0.091,,-2.0,0.6,-1.4,0.2
159,Luka Garza\garzalu01,C,24,MIN,28,243,23.0,0.652,0.336,0.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,,0.9,0.2,1.1,0.211,,2.2,-2.6,-0.4,0.1
160,Rudy Gay\gayru01,PF,36,UTA,56,816,9.0,0.475,0.453,0.171,4.4,17.0,10.8,9.4,1.1,1.9,10.7,17.7,,-0.4,0.7,0.3,0.018,,-3.6,-0.4,-4.0,-0.4
161,Paul George\georgpa01,SF,32,LAC,56,1939,19.6,0.588,0.424,0.293,2.6,17.0,9.9,24.2,2.1,0.9,13.4,29.5,,2.3,2.3,4.6,0.114,,2.4,0.3,2.8,2.3
162,Taj Gibson\gibsota01,C,37,WAS,49,480,11.4,0.585,0.192,0.336,7.7,13.6,10.8,9.6,1.5,2.1,15.3,15.3,,0.4,0.5,0.8,0.082,,-3.6,0.5,-3.2,-0.1
163,Josh Giddey\giddejo01,PF,20,OKC,76,2367,17.1,0.533,0.209,0.13,6.6,20.9,13.6,29.9,1.1,1.2,15.1,24.6,,1.3,2.7,4.0,0.081,,1.5,-0.3,1.2,1.9
164,Shai Gilgeous-Alexander\gilgesh01,PG,24,OKC,68,2416,27.2,0.626,0.122,0.535,2.6,12.2,7.3,25.7,2.2,2.5,10.1,32.8,,8.4,3.0,11.4,0.226,,5.7,1.5,7.3,5.6
165,Anthony Gill\gillan01,PF,30,WAS,59,624,11.1,0.604,0.22,0.508,6.9,10.6,8.8,7.2,0.5,1.6,8.5,12.3,,1.0,0.4,1.3,0.101,,-2.4,-0.9,-3.3,-0.2
166,Jacob Gilyard\gilyaja01,PG,24,MEM,1,41,7.3,0.5,1.0,0.0,0.0,10.3,5.2,19.4,3.5,0.0,40.0,5.1,,0.0,0.1,0.1,0.079,,-7.8,1.7,-6.1,0.0
167,Rudy Gobert\goberru01,C,30,MIN,70,2148,18.9,0.675,0.005,0.623,12.2,29.8,21.2,5.6,1.2,3.9,14.9,16.3,,4.3,3.5,7.8,0.174,,0.0,0.7,0.7,1.4
168,Jordan Goodwin\goodwjo01,PG,24,WAS,62,1106,14.8,0.531,0.334,0.195,6.0,14.3,10.3,20.8,2.6,2.0,12.9,17.3,,0.9,1.3,2.2,0.097,,-0.7,1.4,0.7,0.8
169,Aaron Gordon\gordoaa01,PF,27,DEN,68,2055,19.5,0.617,0.227,0.413,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,,4.6,2.2,6.8,0.158,,2.4,-0.3,2.1,2.1
170,Eric Gordon\gordoer01,SG,34,TOT,69,1965,11.8,0.587,0.545,0.265,0.9,6.7,3.8,13.4,1.1,1.2,12.5,17.8,,1.8,0.5,2.3,0.056,,-0.5,-1.4,-1.9,0.1
170,Eric Gordon\gordoer01,SG,34,HOU,47,1418,11.4,0.572,0.513,0.282,0.9,6.7,3.8,13.8,1.0,1.2,13.4,18.1,,1.0,0.1,1.1,0.037,,-0.9,-1.7,-2.6,-0.2
170,Eric Gordon\gordoer01,SG,34,LAC,22,547,13.1,0.629,0.634,0.217,0.8,6.7,3.8,12.2,1.2,1.3,9.9,17.0,,0.8,0.4,1.2,0.105,,0.5,-0.5,0.0,0.3
171,Devonte' Graham\grahade01,PG,27,TOT,73,1338,12.5,0.552,0.784,0.304,1.6,8.7,5.1,19.4,1.6,1.1,9.8,17.1,,1.5,1.0,2.5,0.091,,0.1,-0.2,-0.1,0.6
171,Devonte' Graham\grahade01,PG,27,NOP,53,811,11.8,0.545,0.823,0.255,1.7,8.4,5.0,18.7,1.8,1.2,9.5,15.0,,0.9,0.9,1.8,0.105,,-0.4,0.6,0.2,0.4
171,Devonte' Graham\grahade01,PG,27,SAS,20,527,13.6,0.559,0.74,0.36,1.4,9.3,5.2,20.4,1.3,0.9,10.1,20.2,,0.6,0.1,0.8,0.069,,1.0,-1.4,-0.4,0.2
172,Jerami Grant\grantje01,PF,28,POR,63,2246,16.0,0.606,0.393,0.375,2.7,11.9,7.2,10.3,1.1,2.1,9.8,22.8,,3.1,1.0,4.1,0.087,,1.2,-1.4,-0.2,1.0
173,RaiQuan Gray\grayra01,PF,23,BRK,1,35,15.5,0.621,0.417,0.167,9.9,18.8,14.4,29.0,0.0,2.4,23.7,21.4,,0.0,0.0,0.1,0.106,,-0.6,-1.4,-2.0,0.0
174,A.J. Green\greenaj01,SG,23,MIL,35,345,11.5,0.607,0.84,0.032,1.9,11.3,6.8,8.7,0.8,0.0,6.6,16.6,,0.5,0.3,0.8,0.111,,-0.3,-0.6,-0.9,0.1
175,Danny Green\greenda02,SG,35,TOT,11,138,10.8,0.617,0.755,0.02,2.5,9.1,5.8,6.1,2.2,2.0,16.8,18.9,,0.0,0.2,0.2,0.059,,-2.1,0.2,-1.9,0.0
