Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
267,Kawhi Leonard\leonaka01,SF,32,LAC,37,37,34.6,8.8,17.0,0.518,2.3,5.2,0.445,6.5,11.8,0.549,0.585,3.8,4.4,0.877,1.0,5.0,6.0,3.6,1.6,0.8,1.6,1.6,23.7
268,Caris LeVert\leverca01,SG,29,CLE,31,1,28.8,5.7,13.6,0.423,2.0,5.7,0.347,3.8,7.9,0.478,0.495,2.5,3.4,0.743,0.5,3.1,3.5,4.1,1.0,0.4,1.5,1.6,16.0
269,Kira Lewis Jr.\lewiski01,PG,22,NOP,15,0,9.6,1.1,3.5,0.308,0.1,1.3,0.1,0.9,2.1,0.438,0.327,0.7,0.7,0.909,0.3,0.7,0.9,1.2,0.3,0.1,0.5,0.5,2.9
270,Maxwell Lewis\lewisma05,SF,21,LAL,14,0,4.3,0.1,0.6,0.111,0.1,0.2,0.333,0.0,0.4,0.0,0.167,0.0,0.0,,0.1,0.1,0.2,0.2,0.1,0.0,0.4,0.1,0.2
271,E.J. Liddell\liddeej01,PF,23,NOP,6,0,2.8,0.2,0.8,0.2,0.0,0.7,0.0,0.2,0.2,1.0,0.2,0.3,0.3,1.0,0.0,0.5,0.5,0.2,0.0,0.3,0.3,0.3,0.7
272,Damian Lillard\lillada01,PG,33,MIL,39,39,35.2,7.5,17.4,0.431,3.1,8.6,0.355,4.5,8.8,0.504,0.518,7.4,8.0,0.923,0.5,3.8,4.3,6.9,1.1,0.2,2.4,1.7,25.5
273,Nassir Little\littlna01,SF,23,PHO,25,2,14.7,1.8,3.7,0.484,0.6,2.0,0.314,1.2,1.7,0.69,0.57,0.7,0.8,0.85,0.6,1.8,2.4,0.6,0.4,0.3,0.5,1.2,4.9
274,Dereck Lively II\livelde01,C,19,DAL,31,30,25.4,4.0,5.5,0.735,0.0,0.1,0.0,4.0,5.4,0.744,0.735,0.8,1.4,0.568,2.9,4.9,7.8,1.3,0.6,1.4,1.2,3.0,8.9
275,Isaiah Livers\liveris01,PF,25,DET,23,6,20.4,1.7,5.0,0.345,1.0,3.3,0.286,0.8,1.7,0.462,0.44,0.5,0.8,0.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5.0
276,Chris Livingston\livinch01,SF,20,MIL,12,0,4.8,0.6,1.0,0.583,0.1,0.1,1.0,0.5,0.9,0.545,0.625,0.2,0.2,1.0,0.2,0.8,1.0,0.3,0.2,0.0,0.3,0.4,1.4
277,Kenneth Lofton Jr.\loftoke01,PF,21,TOT,16,0,6.4,0.9,2.4,0.359,0.2,0.6,0.3,0.7,1.8,0.379,0.397,0.5,0.9,0.533,0.1,0.9,1.1,0.9,0.2,0.2,0.5,0.9,2.4
277,Kenneth Lofton Jr.\loftoke01,PF,21,MEM,15,0,6.6,0.9,2.5,0.378,0.2,0.7,0.3,0.7,1.8,0.407,0.419,0.5,1.0,0.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6
277,Kenneth Lofton Jr.\loftoke01,PF,21,PHI,1,0,4.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
278,Kevon Looney\looneke01,C,27,GSW,40,34,20.5,2.4,3.8,0.618,0.0,0.0,,2.4,3.8,0.618,0.618,1.0,1.4,0.704,2.6,4.5,7.1,2.4,0.5,0.3,0.7,2.5,5.7
279,Brook Lopez\lopezbr01,C,35,MIL,42,42,31.5,4.9,10.0,0.487,1.6,5.0,0.33,3.2,5.0,0.642,0.569,1.5,1.8,0.805,1.4,3.9,5.3,1.6,0.6,2.9,0.9,2.7,12.9
280,Robin Lopez\lopezro01,C,35,MIL,11,0,2.9,0.3,0.6,0.429,0.2,0.5,0.4,0.1,0.2,0.5,0.571,0.2,0.2,1.0,0.1,0.2,0.3,0.3,0.0,0.1,0.1,0.3,0.9
281,Kevin Love\loveke01,PF,35,MIA,33,5,18.7,3.1,7.0,0.443,1.6,4.8,0.344,1.5,2.2,0.658,0.561,2.0,2.5,0.774,1.2,5.5,6.6,2.5,0.4,0.2,0.8,1.9,9.8
282,Kyle Lowry\lowryky01,PG,37,MIA,37,35,28.0,2.8,6.5,0.426,1.7,4.4,0.385,1.1,2.2,0.506,0.554,0.9,1.1,0.833,0.7,2.8,3.5,4.0,1.1,0.4,1.4,2.5,8.2
283,Seth Lundy\lundyse01,SF,23,ATL,8,0,6.1,0.5,2.0,0.25,0.4,1.6,0.231,0.1,0.4,0.333,0.344,0.4,0.5,0.75,0.1,0.5,0.6,0.0,0.0,0.0,0.1,0.8,1.8
284,Trey Lyles\lylestr01,PF,28,SAC,27,0,20.4,2.3,5.3,0.444,1.5,3.9,0.387,0.8,1.3,0.611,0.588,0.7,1.2,0.625,0.9,3.9,4.8,1.3,0.1,0.3,0.6,1.6,6.9
285,Théo Maledon\maledth01,PG,22,CHO,13,1,15.4,1.5,5.1,0.288,0.4,2.3,0.167,1.1,2.8,0.389,0.326,0.8,0.9,0.917,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,4.2
286,Sandro Mamukelashvili\mamuksa01,C,24,SAS,24,0,7.1,0.9,2.3,0.393,0.3,1.3,0.258,0.6,1.0,0.56,0.464,0.5,0.7,0.75,0.7,1.4,2.0,1.0,0.2,0.3,0.3,0.8,2.7
287,Terance Mann\mannte01,SG,27,LAC,35,31,25.1,2.8,6.3,0.439,0.9,3.1,0.296,1.9,3.2,0.575,0.511,0.8,1.1,0.763,1.2,2.1,3.2,1.8,0.6,0.3,0.6,1.8,7.3
288,Tre Mann\manntr01,PG,22,OKC,13,0,9.2,1.5,3.1,0.5,0.6,1.5,0.421,0.9,1.6,0.571,0.6,0.1,0.1,1.0,0.3,1.5,1.8,1.5,0.2,0.0,0.7,0.2,3.8
289,Boban Marjanović\marjabo01,C,35,HOU,6,0,6.2,1.2,3.0,0.389,0.0,0.3,0.0,1.2,2.7,0.438,0.389,0.0,0.3,0.0,0.8,1.7,2.5,0.7,0.0,0.2,0.0,0.7,2.3
290,Lauri Markkanen\markkla01,PF,26,UTA,34,34,32.7,8.0,16.1,0.496,3.1,8.0,0.393,4.8,8.1,0.599,0.594,4.9,5.6,0.874,2.4,6.4,8.9,1.9,0.9,0.6,1.1,1.9,24.0
291,Naji Marshall\marshna01,SF,26,NOP,34,1,18.5,2.7,5.9,0.455,0.9,2.4,0.383,1.8,3.6,0.504,0.532,1.5,1.9,0.825,1.1,2.6,3.6,1.9,0.6,0.2,1.1,1.5,7.9
292,Caleb Martin\martica02,SF,28,MIA,26,12,26.8,4.0,8.9,0.453,1.2,3.0,0.385,2.9,5.9,0.487,0.517,1.3,1.7,0.733,1.2,3.7,4.8,2.3,0.7,0.3,1.3,2.0,10.5
293,Cody Martin\martico01,SF,28,CHO,11,5,26.0,2.6,7.4,0.358,1.0,3.2,0.314,1.6,4.2,0.391,0.426,0.5,1.1,0.5,1.1,2.1,3.2,2.5,1.5,1.0,1.2,1.7,6.8
294,KJ Martin\martike04,SF,23,TOT,27,0,6.6,0.8,1.6,0.477,0.0,0.3,0.125,0.7,1.3,0.556,0.489,0.2,0.4,0.5,0.2,0.5,0.7,0.4,0.4,0.0,0.2,1.0,1.8
294,KJ Martin\martike04,SF,23,LAC,2,0,15.5,2.0,5.0,0.4,0.5,2.5,0.2,1.5,2.5,0.6,0.45,0.5,1.0,0.5,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0
294,KJ Martin\martike04,SF,23,PHI,25,0,5.9,0.7,1.4,0.5,0.0,0.1,0.0,0.7,1.2,0.548,0.5,0.2,0.3,0.5,0.2,0.5,0.7,0.4,0.3,0.0,0.2,0.9,1.5
295,Garrison Mathews\mathega01,SG,27,ATL,28,3,12.4,1.2,2.5,0.478,1.1,2.3,0.477,0.1,0.1,0.5,0.703,0.0,0.2,0.2,0.3,1.0,1.3,0.5,0.3,0.1,0.4,1.4,3.5
296,Bennedict Mathurin\mathube01,SF,21,IND,43,14,25.5,5.0,11.0,0.457,1.3,3.6,0.359,3.7,7.4,0.503,0.515,2.9,3.5,0.829,1.0,2.7,3.7,1.9,0.6,0.2,1.6,2.0,14.3
297,Wesley Matthews\matthwe02,SG,37,ATL,19,1,11.2,0.5,2.1,0.256,0.3,1.6,0.2,0.2,0.5,0.444,0.333,0.7,1.0,0.737,0.2,1.2,1.4,0.6,0.5,0.2,0.3,1.4,2.1
298,Tyrese Maxey\maxeyty01,PG,23,PHI,40,40,37.6,8.9,19.9,0.448,3.2,8.3,0.378,5.8,11.5,0.499,0.528,5.0,5.8,0.858,0.6,3.1,3.7,6.7,1.1,0.6,1.6,2.1,26.0
299,Skylar Mays\mayssk01,PG-SG,26,TOT,24,5,15.9,2.5,6.2,0.399,0.7,2.1,0.314,1.8,4.0,0.443,0.453,0.5,0.7,0.765,0.4,1.2,1.6,3.3,0.7,0.1,0.8,1.0,6.1
299,Skylar Mays\mayssk01,PG,26,POR,21,5,17.0,2.5,6.6,0.384,0.7,2.3,0.286,1.9,4.2,0.438,0.435,0.6,0.8,0.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1.0,6.3
299,Skylar Mays\mayssk01,SG,26,LAL,3,0,8.7,2.0,3.3,0.6,0.7,0.7,1.0,1.3,2.7,0.5,0.7,0.0,0.0,,0.3,0.3,0.7,1.3,0.7,0.0,0.0,1.0,4.7
300,Miles McBride\mcbrimi01,PG,23,NYK,30,2,9.4,1.6,3.5,0.448,0.9,2.2,0.431,0.6,1.3,0.475,0.581,0.3,0.3,0.8,0.1,0.6,0.7,0.9,0.4,0.1,0.3,1.0,4.3
301,CJ McCollum\mccolcj01,PG,32,NOP,29,29,32.0,7.0,14.9,0.467,3.4,7.9,0.434,3.6,7.1,0.502,0.581,2.1,2.6,0.789,0.6,3.7,4.3,5.1,1.2,0.8,1.5,2.1,19.4
302,T.J. McConnell\mccontj01,PG,31,IND,35,3,16.7,3.5,6.7,0.524,0.0,0.5,0.063,3.5,6.2,0.558,0.526,0.9,1.2,0.738,0.5,2.1,2.6,5.4,1.1,0.1,1.4,0.9,7.9
303,Jaden McDaniels\mcdanja02,SF,23,MIN,32,31,28.3,4.6,8.7,0.523,1.3,3.2,0.388,3.3,5.5,0.602,0.595,0.7,0.9,0.75,0.6,1.8,2.5,1.2,0.8,0.6,1.3,3.1,11.0
304,Jalen McDaniels\mcdanja01,SF,26,TOR,27,0,9.1,1.1,3.3,0.337,0.3,1.6,0.182,0.8,1.7,0.489,0.382,0.5,0.7,0.7,0.3,1.0,1.2,0.5,0.4,0.1,0.3,0.9,3.0
305,Doug McDermott\mcderdo01,SF,32,SAS,37,0,15.3,2.0,4.5,0.449,1.6,3.6,0.455,0.4,0.9,0.424,0.632,0.3,0.4,0.667,0.1,0.9,1.0,1.3,0.3,0.1,0.5,1.1,6.0
306,JaVale McGee\mcgeeja01,C,36,SAC,32,0,8.1,1.9,3.0,0.632,0.0,0.1,0.0,1.9,2.9,0.645,0.632,0.8,1.2,0.632,1.0,2.0,3.0,0.4,0.2,0.6,1.0,1.1,4.5
307,Bryce McGowens\mcgowbr01,SG,21,CHO,33,10,17.1,1.8,4.1,0.44,0.8,2.0,0.379,1.0,2.1,0.5,0.534,0.8,1.1,0.73,0.4,1.4,1.8,0.9,0.3,0.1,0.6,1.5,5.2
308,Jordan McLaughlin\mclaujo01,PG,27,MIN,21,0,8.5,0.9,2.3,0.396,0.5,1.3,0.37,0.4,1.0,0.429,0.5,0.1,0.3,0.5,0.3,0.7,1.0,1.7,0.8,0.2,0.3,0.4,2.4
309,De'Anthony Melton\meltode01,SG,25,PHI,33,33,29.1,3.9,9.9,0.393,2.1,5.8,0.363,1.8,4.1,0.437,0.5,1.9,2.3,0.827,0.8,3.2,4.0,3.2,1.6,0.5,1.2,2.4,11.8
310,Nathan Mensah\mensana01,C,25,CHO,16,0,14.4,0.6,1.4,0.409,0.0,0.0,,0.6,1.4,0.409,0.409,0.6,0.8,0.75,1.4,1.9,3.3,0.4,0.3,0.6,0.8,3.0,1.7
311,Sam Merrill\merrisa01,SG,27,CLE,25,0,15.6,2.7,6.6,0.412,2.3,5.6,0.414,0.4,1.0,0.4,0.588,0.3,0.4,0.889,0.5,1.7,2.2,1.7,0.3,0.0,0.3,1.2,8.1
312,Chimezie Metu\metuch01,C,26,PHO,32,5,13.0,2.0,3.9,0.508,0.5,1.6,0.294,1.5,2.3,0.658,0.569,1.2,1.3,0.884,0.7,2.4,3.1,0.5,0.6,0.3,0.8,1.2,5.6
313,Vasilije Micić\micicva01,PG,30,OKC,22,0,12.0,1.3,3.2,0.414,0.4,1.6,0.257,0.9,1.6,0.571,0.479,0.4,0.5,0.818,0.0,0.7,0.7,2.6,0.4,0.1,0.6,1.0,3.5
314,Khris Middleton\middlkh01,SF,32,MIL,36,36,25.6,5.5,11.4,0.482,1.7,4.5,0.377,3.8,6.9,0.55,0.556,1.7,2.1,0.813,0.6,3.7,4.3,5.0,0.8,0.3,2.1,2.3,14.4
315,Brandon Miller\millebr02,SF,21,CHO,34,28,30.5,5.4,12.7,0.423,2.1,5.5,0.374,3.3,7.2,0.459,0.503,1.7,2.1,0.814,0.9,3.1,4.0,2.2,0.7,0.5,1.6,2.5,14.5
316,Jordan Miller\millejo02,SF,24,LAC,4,0,4.0,0.8,1.3,0.6,0.3,0.3,1.0,0.5,1.0,0.5,0.7,0.0,0.0,,0.5,0.3,0.8,0.0,0.0,0.0,0.3,0.5,1.8
317,Leonard Miller\millele01,SF,20,MIN,5,0,3.8,1.2,1.8,0.667,0.2,0.6,0.333,1.0,1.2,0.833,0.722,0.0,0.0,,0.0,1.8,1.8,0.2,0.2,0.2,0.2,0.6,2.6
318,Dariq Whitehead\whiteda01,SF,19,BRK,2,0,12.0,0.5,2.5,0.2,0.0,1.5,0.0,0.5,1.0,0.5,0.2,0.5,1.0,0.5,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5
319,Patty Mills\millspa02,PG,35,ATL,11,0,10.5,1.1,2.4,0.462,0.9,1.7,0.526,0.2,0.6,0.286,0.654,0.0,0.0,,0.2,0.8,1.0,0.6,0.4,0.1,0.4,1.5,3.1
320,Shake Milton\miltosh01,SG,27,MIN,33,0,13.1,1.7,4.2,0.403,0.4,1.5,0.265,1.3,2.7,0.478,0.45,1.1,1.3,0.818,0.2,1.2,1.3,1.3,0.4,0.1,0.8,1.2,4.9
321,Justin Minaya\minayju01,SF,24,POR,11,0,8.5,0.5,1.5,0.353,0.3,0.9,0.3,0.3,0.6,0.429,0.441,0.3,0.5,0.5,0.5,0.5,1.0,0.4,0.3,0.4,0.2,0.7,1.6
322,Josh Minott\minotjo01,SF,21,MIN,15,0,3.1,0.5,1.2,0.444,0.0,0.3,0.0,0.5,0.9,0.615,0.444,0.7,0.8,0.833,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.4,1.7
323,Davion Mitchell\mitchda01,PG,25,SAC,31,3,12.1,1.3,3.6,0.366,0.5,1.8,0.246,0.9,1.8,0.491,0.429,0.4,0.5,0.733,0.1,0.8,0.9,1.7,0.2,0.1,0.5,1.1,3.5
324,Donovan Mitchell\mitchdo01,SG,27,CLE,31,31,35.6,9.6,20.9,0.461,3.1,8.9,0.348,6.5,12.0,0.546,0.535,5.5,6.2,0.88,1.1,4.4,5.5,5.9,1.9,0.5,2.7,2.1,27.8
325,Evan Mobley\mobleev01,PF,22,CLE,21,21,33.6,6.8,11.8,0.573,0.1,0.5,0.2,6.7,11.3,0.588,0.577,2.4,3.1,0.769,2.7,7.8,10.5,2.9,0.8,1.7,2.3,2.9,16.0
326,Isaiah Mobley\mobleis01,PF,24,CLE,3,0,4.7,0.7,1.3,0.5,0.3,0.7,0.5,0.3,0.7,0.5,0.625,0.0,0.0,,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.7,1.7
327,Malik Monk\monkma01,SG,25,SAC,40,0,26.1,5.1,11.8,0.433,2.6,6.5,0.392,2.6,5.3,0.484,0.541,2.3,2.8,0.814,0.4,2.3,2.7,5.5,0.6,0.7,2.1,1.9,15.1
328,Moses Moody\moodymo01,SG,21,GSW,34,4,18.0,3.1,6.5,0.482,1.1,3.1,0.358,2.0,3.4,0.595,0.568,1.3,1.7,0.789,1.1,2.0,3.1,0.8,0.7,0.3,0.7,1.4,8.7
329,Xavier Moon\moonxa01,SG,29,LAC,2,0,6.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,1.0
330,Taze Moore\mooreta02,SG,25,POR,1,0,4.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
331,Wendell Moore Jr.\moorewe01,SG,22,MIN,10,0,3.0,0.3,0.5,0.6,0.0,0.2,0.0,0.3,0.3,1.0,0.6,0.0,0.0,,0.0,0.3,0.3,0.1,0.3,0.1,0.2,0.3,0.6
332,Ja Morant\moranja01,PG,24,MEM,9,9,35.3,8.9,18.9,0.471,1.6,5.7,0.275,7.3,13.2,0.555,0.512,5.8,7.1,0.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1
333,Marcus Morris\morrima03,PF,34,PHI,33,5,16.3,2.2,5.1,0.443,1.0,2.3,0.416,1.3,2.7,0.467,0.539,0.8,1.0,0.844,0.5,2.3,2.9,0.7,0.3,0.3,0.4,1.7,6.3
334,Markieff Morris\morrima02,PF,34,DAL,16,1,9.4,0.9,2.9,0.319,0.6,1.8,0.321,0.4,1.2,0.316,0.415,0.2,0.3,0.75,0.3,1.5,1.8,0.7,0.3,0.1,0.6,0.7,2.6
335,Trey Murphy III\murphtr02,SF,23,NOP,19,2,25.6,4.3,9.8,0.433,2.6,6.8,0.385,1.6,3.0,0.544,0.567,2.0,2.5,0.809,0.4,3.2,3.6,2.0,0.8,0.4,0.6,1.2,13.2
336,Dejounte Murray\murrade01,SG,27,ATL,42,42,34.7,8.2,17.4,0.471,2.3,6.0,0.382,5.9,11.3,0.518,0.537,2.4,2.9,0.829,0.7,4.2,4.9,5.0,1.4,0.3,2.2,1.7,21.1
337,Jamal Murray\murraja01,PG,26,DEN,30,30,31.1,7.9,16.5,0.479,2.3,5.7,0.409,5.6,10.8,0.515,0.549,2.8,3.2,0.875,0.6,3.3,3.8,6.5,0.8,0.7,1.9,2.1,20.9
338,Keegan Murray\murrake02,SF,23,SAC,37,37,32.8,6.2,13.1,0.469,2.4,6.5,0.372,3.7,6.6,0.566,0.562,1.4,1.8,0.8,1.4,4.2,5.5,1.6,1.2,0.5,0.9,2.6,16.2
339,Kris Murray\murrakr01,SF,23,POR,26,0,12.3,1.3,3.4,0.398,0.6,1.7,0.333,0.8,1.7,0.465,0.483,0.3,0.4,0.727,0.7,1.2,1.8,0.6,0.8,0.2,0.5,0.7,3.6
340,Mike Muscala\muscami01,C,32,TOT,26,2,14.1,1.4,3.8,0.378,0.7,2.2,0.31,0.7,1.5,0.475,0.469,0.6,0.8,0.727,0.9,2.2,3.0,1.0,0.2,0.3,0.7,1.3,4.2
340,Mike Muscala\muscami01,C,32,WAS,24,2,14.1,1.4,3.8,0.367,0.6,2.1,0.275,0.8,1.6,0.487,0.444,0.6,0.8,0.75,0.9,2.2,3.1,0.9,0.2,0.3,0.7,1.3,4.0
340,Mike Muscala\muscami01,C,32,DET,2,0,14.0,2.0,4.0,0.5,2.0,3.5,0.571,0.0,0.5,0.0,0.75,0.5,1.0,0.5,0.5,1.5,2.0,1.5,0.5,1.0,0.5,1.0,6.5
341,Svi Mykhailiuk\mykhasv01,SF,26,BOS,19,0,7.9,0.8,2.7,0.294,0.5,2.1,0.25,0.3,0.6,0.455,0.392,0.2,0.3,0.5,0.3,0.6,0.9,0.3,0.3,0.0,0.3,0.6,2.3
342,Larry Nance Jr.\nancela02,C,31,NOP,26,0,17.6,2.2,3.8,0.576,0.5,1.2,0.467,1.7,2.7,0.623,0.646,0.8,1.0,0.778,1.4,3.7,5.1,1.2,1.0,0.4,0.8,1.2,5.7
343,Pete Nance\nancepe01,PF,23,CLE,1,0,3.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,Andrew Nembhard\nembhan01,PG,24,IND,29,11,20.6,3.4,7.1,0.476,0.7,2.0,0.328,2.7,5.1,0.534,0.522,0.6,0.8,0.75,0.6,1.1,1.7,4.2,0.9,0.0,1.9,2.1,8.0
345,Aaron Nesmith\nesmiaa01,SF,24,IND,38,13,25.5,4.2,8.2,0.51,2.1,4.5,0.465,2.1,3.7,0.564,0.638,1.1,1.6,0.694,0.8,2.4,3.3,1.1,1.1,0.7,0.9,3.3,11.6
346,Georges Niang\niangge01,PF,30,CLE,40,1,22.1,3.5,8.0,0.437,1.9,5.0,0.37,1.6,3.0,0.551,0.553,0.5,0.6,0.833,0.4,3.4,3.8,1.2,0.3,0.2,0.8,2.4,9.3
347,Daishen Nix\nixda01,PG,21,MIN,6,0,3.5,0.5,1.3,0.375,0.3,0.8,0.4,0.2,0.5,0.333,0.5,0.0,0.3,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,1.3
348,Zeke Nnaji\nnajize01,PF,23,DEN,35,0,9.5,1.2,2.5,0.477,0.1,0.4,0.333,1.0,2.0,0.507,0.506,0.7,1.1,0.641,1.1,1.0,2.1,0.5,0.3,0.6,0.7,1.6,3.2
349,Jaylen Nowell\nowelja01,SG,24,MEM,9,1,17.3,2.4,6.1,0.4,0.4,2.6,0.174,2.0,3.6,0.563,0.436,0.3,0.3,1.0,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7
350,Markquis Nowell\nowelma01,SG,24,TOR,1,0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
351,Frank Ntilikina\ntilila01,PG,25,CHO,1,0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
352,Jusuf Nurkić\nurkiju01,C,29,PHO,40,40,27.8,4.5,9.2,0.493,0.5,1.9,0.273,4.0,7.3,0.552,0.522,2.4,3.4,0.713,2.7,8.0,10.7,3.6,0.9,1.1,2.0,3.4,12.0
353,Jordan Nwora\nworajo01,SF,25,TOT,19,0,9.8,2.0,4.4,0.458,0.6,1.9,0.324,1.4,2.4,0.565,0.53,0.5,0.6,0.818,0.4,1.3,1.7,0.9,0.3,0.1,0.6,1.0,5.1
